,小区名称,所在区域,房屋年代,户型,楼层,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,产权年限,位置名称,总价(万),单价(元/平米),建筑类型,楼层总数
2389,西豪逸景,二至三环,2002,2室1厅1厨1卫,顶层 ,74.13㎡,东北,其他,三梯十三户,有,70年,广安门,635.0,85661,塔楼,28
2390,复兴门外大街,二至三环,1990,2室1厅1厨1卫,高楼层 ,78.2㎡,南,其他,两梯二十户,有,70年,木樨地,1100.0,140665,塔楼,16
2391,姚家井二巷,二环内,1992,3室1厅1厨1卫,中楼层 ,72.94㎡,南 北,其他,一梯四户,无,70年,陶然亭,905.0,124075,板楼,6
2392,丽水莲花,二至三环,2009,2室1厅1厨1卫,低楼层 ,100.2㎡,西南,精装,两梯四户,有,70年,广安门,1020.0,101797,塔楼,24
2393,手帕口南街,二至三环,1997,2室1厅1厨1卫,顶层 ,60.43㎡,东,简装,一梯六户,暂无数据,40年,广安门,498.0,82410,板楼,6
2394,政泰家园,二至三环,2004,2室1厅1厨1卫,低楼层 ,108.27㎡,东 西 北,精装,一梯五户,有,70年,菜户营,790.0,72966,塔楼,22
2395,源屋曲,二至三环,2005,1室1厅1厨1卫,中楼层 ,61.03㎡,南,其他,两梯六户,有,70年,天宁寺,635.0,104048,塔楼,21
2396,新风北街,二至三环,1995,2室1厅1厨1卫,地下室 ,52.96㎡,南 东 西,其他,一梯三户,无,70年,马甸,660.0,124623,板楼,6
2397,四合上院,二环内,2010,2室1厅1厨1卫,低楼层 ,92.42㎡,东 北,精装,一梯两户,有,70年,宣武门,1290.0,139581,板塔结合,16
2398,白云观,二至三环,1991,1室1厅1厨1卫,高楼层 ,52.1㎡,东,其他,两梯十四户,有,70年,木樨地,719.0,138004,板楼,11
2399,阜成门外大街,二至三环,1983,2室1厅1厨1卫,顶层 ,61.5㎡,南 北,其他,一梯三户,无,70年,月坛,768.0,124879,板楼,6
2400,广外南街63号院,二至三环,2000,1室1厅1厨1卫,低楼层 ,65.48㎡,南,简装,两梯八户,有,70年,天宁寺,589.0,89952,塔楼,20
2401,马连道中里,二至三环,1995,2室1厅1厨1卫,底层 ,57.15㎡,东南,简装,两梯八户,有,70年,马连道,580.0,101488,塔楼,18
2402,平原里小区,二环内,2000,2室1厅1厨1卫,地下室 ,57.75㎡,南 北,精装,两梯两户,有,70年,牛街,480.0,83117,板楼,9
2403,广华轩,二至三环,2000,1室1厅1厨1卫,高楼层 ,66.16㎡,东 南,其他,两梯十户,有,70年,广安门,596.0,90085,塔楼,24
2404,白云观,二至三环,1992,1室1厅1厨1卫,低楼层 ,57.3㎡,东,精装,一梯九户,有,70年,木樨地,699.0,121990,板楼,11
2405,西便门西里,二至三环,1989,2室1厅1厨1卫,顶层 ,54.78㎡,南 北,其他,一梯三户,无,70年,木樨地,602.0,109895,板楼,6
2406,老墙根129号院,二环内,1984,2室1厅1厨1卫,低楼层 ,56.35㎡,东 北,精装,一梯五户,无,70年,长椿街,550.0,97605,板楼,6
2407,陶然北岸,二环内,2005,2室2厅1厨1卫,高楼层 ,102.46㎡,西北,其他,两梯五户,有,70年,陶然亭,1300.0,126879,塔楼,18
2408,源屋曲,二至三环,2005,2室1厅1厨1卫,顶层 ,111.68㎡,南,简装,两梯六户,有,70年,天宁寺,1250.0,111927,塔楼,21
2409,裕中西里,三至四环,1991,1室1厅1厨1卫,中楼层 ,52.8㎡,东,精装,两梯八户,有,70年,马甸,750.0,142046,塔楼,24
2410,畅柳园,二环内,2003,2室1厅1厨1卫,中楼层 ,73.72㎡,南 北,其他,一梯两户,有,70年,陶然亭,850.0,115302,板塔结合,14
2411,老墙根38号院,二环内,1997,2室1厅1厨1卫,中楼层 ,77.11㎡,南 北,简装,一梯两户,无,70年,长椿街,930.0,120607,板楼,6
2412,国英一号,二环内,2000,2室1厅0厨1卫,低楼层 ,143.59㎡,西,精装,五梯三十五户,有,70年,官园,960.0,66858,板塔结合,14
2413,建功北里,二环内,1999,1室1厅1厨1卫,中楼层 ,54.49㎡,西北,简装,四梯十六户,有,70年,白纸坊,460.0,84420,板塔结合,17
2414,三不老胡同,二环内,1982,2室1厅1厨1卫,底层 ,60.9㎡,南 北,其他,一梯三户,无,70年,西四,876.0,143843,板楼,6
2415,京泽苑,二至三环,2003,2室1厅1厨1卫,中楼层 ,85.42㎡,南 北,简装,一梯三户,有,70年,马连道,720.0,84290,板楼,10
2416,远见名苑,二至三环,2004,1室0厅1厨1卫,低楼层 ,57.75㎡,西,简装,四梯二十户,有,70年,广安门,490.0,84849,塔楼,24
2417,月坛北街,二至三环,1974,3室1厅1厨1卫,中楼层 ,72.3㎡,东 西,精装,一梯三户,无,70年,月坛,960.0,132781,板楼,5
2418,南露园,二至三环,1993,1室1厅1厨1卫,底层 ,46.9㎡,东北,精装,一梯六户,无,70年,阜成门,520.0,110875,板楼,6
2419,月坛西街西里,二至三环,2000,2室1厅1厨1卫,高楼层 ,79.49㎡,南 北,其他,一梯两户,有,70年,月坛,1100.0,138383,板塔结合,14
2420,格调,二至三环,2005,3室2厅1厨2卫,底层 ,145.6㎡,南 北,简装,两梯四户,有,70年,马连道,1450.0,99588,板塔结合,14
2421,玺源台,二至三环,2013,2室1厅1厨1卫,中楼层 ,89.66㎡,东,精装,两梯八户,有,70年,广安门,950.0,105956,板楼,27
2422,东南园,二环内,1991,2室1厅1厨1卫,底层 ,48.65㎡,南 北,其他,一梯三户,无,70年,宣武门,550.0,113053,板楼,3
2423,太平街甲乙18号院,二环内,1980,3室1厅1厨1卫,顶层 ,72.8㎡,东 南 北,简装,一梯三户,无,70年,陶然亭,790.0,108517,板楼,6
2424,南礼士路46号院,二至三环,2014,1室0厅1厨1卫,中楼层 ,57.72㎡,西,其他,两梯六户,有,70年,月坛,788.0,136522,板楼,25
2425,月坛北街,二至三环,1989,2室1厅1厨1卫,中楼层 ,61.9㎡,南 北,精装,两梯三户,有,70年,月坛,770.0,124395,板塔结合,9
2426,三义西里,二至三环,1982,2室1厅1厨1卫,底层 ,51.2㎡,南 北,精装,一梯三户,无,70年,马连道,600.0,117188,板楼,5
2427,玺源台,二至三环,2013,2室1厅1厨1卫,低楼层 ,71.77㎡,西,精装,两梯八户,有,70年,广安门,720.0,100321,板楼,27
2428,万博苑,二环内,1999,2室1厅1厨1卫,高楼层 ,87.16㎡,南,其他,两梯九户,有,70年,右安门内,950.0,108995,塔楼,23
2429,格调,二至三环,2007,2室1厅1厨1卫,低楼层 ,103.4㎡,南 北,简装,两梯六户,有,70年,马连道,1039.0,100484,板塔结合,23
2430,裕中东里,三至四环,1994,3室1厅1厨1卫,高楼层 ,80.5㎡,东 南 西 北,其他,两梯八户,有,70年,马甸,1200.0,149069,塔楼,16
2431,考拉社区,二至三环,2005,1室1厅1厨1卫,高楼层 ,57.44㎡,西,精装,四梯十八户,有,70年,菜户营,480.0,83566,板塔结合,21
2432,三里河二区,二至三环,1952,2室1厅1厨1卫,底层 ,61.2㎡,东 北,简装,一梯四户,无,70年,月坛,970.0,158497,板楼,4
2433,三不老胡同,二环内,1957,2室1厅1厨1卫,中楼层 ,66.6㎡,南 北,简装,一梯四户,无,70年,西四,745.0,111862,板楼,6
2434,荣丰2008,二至三环,2007,1室1厅1厨1卫,低楼层 ,39.65㎡,南,精装,三梯二十五户,有,70年,广安门,398.0,100379,塔楼,16
2435,国英园,二环内,1997,1室1厅1厨1卫,低楼层 ,52.3㎡,南,其他,一梯四户,无,70年,官园,679.0,129828,板楼,6
2436,教场口9号院,二至三环,2003,2室1厅1厨1卫,高楼层 ,75.58㎡,西北,其他,三梯十二户,有,70年,六铺炕,740.0,97910,塔楼,21
2437,北欧印象,二至三环,2003,1室1厅1厨1卫,高楼层 ,46.1㎡,西,精装,三梯十二户,有,70年,马连道,430.0,93276,塔楼,25
2438,儒福里,二环内,1950,2室1厅1厨1卫,顶层 ,65.5㎡,东,简装,一梯三户,无,70年,陶然亭,655.0,100000,板楼,4
2439,格调,二至三环,2007,2室1厅1厨1卫,低楼层 ,117.95㎡,西南,精装,两梯六户,有,70年,马连道,1100.0,93260,板塔结合,23
2440,月坛西街西里,二至三环,1994,1室1厅1厨1卫,高楼层 ,44㎡,南,精装,一梯三户,有,70年,月坛,629.0,142955,板楼,9
2441,四合上院,二环内,2010,1室0厅1厨1卫,中楼层 ,62.06㎡,南,精装,一梯三户,有,70年,宣武门,860.0,138576,板塔结合,16
2442,丽水莲花,二至三环,2009,2室1厅1厨1卫,高楼层 ,89.95㎡,东北,其他,两梯四户,有,70年,广安门,860.0,95609,塔楼,24
2443,中信锦园,二环内,2009,2室1厅1厨1卫,中楼层 ,95.98㎡,南 北,精装,两梯三户,有,70年,陶然亭,1280.0,133362,板塔结合,18
2444,荣丰2008,二至三环,2007,1室1厅1厨1卫,中楼层 ,31.14㎡,西,简装,三梯三十户,有,70年,广安门,470.0,150932,塔楼,16
2445,丽水莲花,二至三环,2007,2室1厅1厨1卫,低楼层 ,104.52㎡,南,其他,三梯十二户,有,70年,广安门,1000.0,95676,塔楼,28
2446,常青藤嘉园,二至三环,2004,1室1厅1厨1卫,底层 ,65.82㎡,北,精装,两梯六户,有,70年,马连道,580.0,88120,板楼,16
2447,新文化街,二环内,1985,2室1厅1厨1卫,高楼层 ,73.9㎡,南,其他,两梯七户,有,70年,金融街,1100.0,148850,塔楼,16
2448,北线阁5号院,二环内,2001,2室1厅1厨1卫,高楼层 ,60.21㎡,南,其他,一梯六户,暂无数据,70年,长椿街,650.0,107956,塔楼,16
2449,红莲南里,二至三环,1987,2室1厅1厨1卫,顶层 ,54.58㎡,南 北,简装,一梯三户,无,70年,马连道,498.0,91243,板楼,6
2450,朝阳庵,二至三环,1965,2室1厅1厨1卫,中楼层 ,61.2㎡,南,其他,一梯三户,无,70年,车公庄,570.0,93138,板楼,5
2451,裕中东里,三至四环,1986,1室1厅1厨1卫,高楼层 ,45.9㎡,南,其他,一梯三户,无,70年,马甸,775.0,168846,板楼,6
2452,老墙根38号院,二环内,1997,2室1厅1厨2卫,高楼层 ,77.11㎡,南 北,其他,一梯两户,暂无数据,70年,长椿街,950.0,123201,板楼,6
2453,长椿街,二环内,1982,3室1厅1厨1卫,顶层 ,84.95㎡,西北,简装,一梯三户,无,70年,长椿街,690.0,81225,板楼,4
2454,西直门南大街,二环内,1988,2室1厅1厨1卫,低楼层 ,65.3㎡,东 西,简装,两梯六户,有,70年,官园,760.0,116386,塔楼,18
2455,马甸南村,二至三环,1993,2室1厅1厨1卫,高楼层 ,71.6㎡,东,其他,两梯九户,有,70年,马甸,1070.0,149442,板塔结合,13
2456,里仁街6号院,二环内,1988,2室1厅1厨1卫,顶层 ,52.93㎡,南 北,精装,一梯四户,无,70年,右安门内,600.0,113358,板楼,6
2457,荣丰2008,二至三环,2006,1室0厅1厨1卫,中楼层 ,25.84㎡,北,精装,三梯二十七户,有,70年,广安门,340.0,131579,塔楼,26
2458,广信嘉园,二环内,2002,2室1厅1厨1卫,高楼层 ,120.71㎡,西北,其他,两梯六户,有,70年,长椿街,850.0,70417,塔楼,21
2459,白云观,二至三环,1991,2室1厅1厨1卫,中楼层 ,80.2㎡,南,精装,一梯六户,有,70年,木樨地,1082.0,134913,板楼,11
2460,新兴东巷,二至三环,1985,2室1厅1厨1卫,中楼层 ,57.7㎡,南 北,其他,一梯三户,暂无数据,70年,西直门,640.0,110919,板楼,6
2461,大拐棒胡同,二环内,1980,2室1厅1厨1卫,中楼层 ,51.2㎡,西南,其他,一梯五户,无,70年,西四,805.0,157227,板楼,5
2462,远见名苑,二至三环,2004,1室1厅1厨1卫,低楼层 ,48.96㎡,北,简装,两梯十一户,有,70年,广安门,450.0,91912,塔楼,24
2463,宣武门西大街,二环内,1979,2室0厅1厨1卫,顶层 ,50.85㎡,南 北,其他,一梯十二户,有,70年,金融街,540.0,106195,板楼,12
2464,车公庄大街6号院,二至三环,1991,1室1厅1厨1卫,高楼层 ,44.5㎡,南,其他,两梯八户,有,70年,阜成门,650.0,146068,塔楼,18
2465,新外大街28号院,二至三环,1999,2室1厅1厨1卫,地下室 ,76.5㎡,东 西,简装,一梯两户,无,70年,德胜门,710.0,92811,板塔结合,8
2466,西直门外南路,二至三环,1984,2室1厅1厨1卫,低楼层 ,66.6㎡,南,精装,两梯六户,有,70年,车公庄,630.0,94595,塔楼,18
2467,百万庄大街乙21号院,二至三环,1991,1室1厅1厨1卫,高楼层 ,43.6㎡,南,精装,两梯八户,有,70年,阜成门,650.0,149083,塔楼,18
2468,西绒线,二环内,2004,1室1厅1厨1卫,中楼层 ,50.73㎡,南,简装,一梯四户,无,70年,西单,670.0,132072,板楼,7
2469,远见名苑,二至三环,2004,1室0厅1厨1卫,中楼层 ,57.75㎡,西,其他,四梯二十户,有,70年,广安门,510.0,88312,塔楼,24
2470,天桥北里,二环内,2002,1室1厅1厨1卫,高楼层 ,55.26㎡,西南,其他,一梯六户,无,70年,陶然亭,480.0,86863,板楼,7
2471,新街口西里三区,二环内,2003,1室1厅1厨1卫,地下室 ,45.66㎡,东 西,精装,一梯三户,无,70年,新街口,399.0,87386,板楼,6
2472,裕中西里,三至四环,1987,2室1厅1厨1卫,低楼层 ,67.1㎡,西南,其他,两梯八户,有,70年,马甸,970.0,144561,塔楼,24
2473,玉桃园三区,二环内,1990,2室1厅1厨1卫,中楼层 ,57.4㎡,南 北,精装,一梯四户,无,70年,西直门,685.0,119338,板楼,5
2474,白云观,二至三环,1993,3室1厅1厨1卫,中楼层 ,81.4㎡,东 南 北,简装,一梯两户,无,70年,木樨地,1100.0,135136,板楼,6
2475,右安门内西街甲2号院,二环内,1996,3室1厅1厨1卫,顶层 ,107.05㎡,南 北,精装,一梯两户,无,70年,右安门内,1000.0,93415,板楼,6
2476,祥和家苑,二环内,2004,2室1厅1厨1卫,高楼层 ,88.02㎡,西,精装,三梯十二户,有,70年,牛街,775.0,88049,塔楼,24
2477,三里河居民区,二至三环,1981,2室1厅1厨1卫,中楼层 ,54.5㎡,南 北,简装,一梯三户,无,70年,月坛,762.0,139817,板楼,5
2478,宣武门西大街,二环内,1985,3室1厅1厨1卫,中楼层 ,69.1㎡,东 北,精装,两梯八户,有,70年,金融街,1010.0,146165,塔楼,16
2479,三里河一区2号院,二至三环,1998,2室1厅1厨1卫,中楼层 ,69.9㎡,东 西,其他,一梯两户,有,70年,月坛,989.0,141488,塔楼,10
2480,依莲轩,二至三环,2001,2室1厅1厨1卫,低楼层 ,95.39㎡,东 北,精装,两梯十户,有,70年,马连道,780.0,81770,塔楼,20
2481,牛街东里,二环内,1999,1室1厅1厨1卫,低楼层 ,56.98㎡,东南,精装,三梯十二户,有,70年,牛街,505.0,88628,塔楼,20
2482,文兴东街3号院,二至三环,1984,3室1厅1厨1卫,高楼层 ,71.2㎡,南 北,简装,一梯两户,无,70年,车公庄,850.0,119383,板楼,6
2483,裕中西里,三至四环,1991,1室1厅1厨1卫,低楼层 ,51.99㎡,南,简装,两梯八户,有,70年,马甸,800.0,153876,塔楼,20
2484,白广路6号院,二环内,1979,2室1厅1厨1卫,高楼层 ,50.25㎡,南,精装,一梯三户,无,70年,牛街,498.0,99105,板楼,6
2485,牛街西里,二环内,1999,2室1厅1厨1卫,高楼层 ,74.54㎡,西南,简装,三梯十二户,有,70年,牛街,710.0,95251,塔楼,19
2486,北礼士路,二至三环,1987,3室1厅1厨1卫,高楼层 ,85.9㎡,东 南 西,简装,一梯七户,有,70年,官园,950.0,110594,板楼,13
2487,北广家园,二至三环,2005,2室1厅1厨1卫,高楼层 ,77.09㎡,西南,精装,一梯四户,有,70年,六铺炕,1130.0,146582,板塔结合,17
2488,航空胡同40号院,二环内,2000,2室1厅1厨1卫,高楼层 ,63.5㎡,南 北,其他,一梯两户,暂无数据,70年,西四,720.0,113386,板塔结合,8
2489,红莲南里,二至三环,1991,2室1厅1厨1卫,顶层 ,60.33㎡,南 北,毛坯,一梯两户,无,70年,马连道,490.0,81220,板楼,7
2490,月坛北小街5号院,二至三环,1960,2室1厅1厨1卫,顶层 ,76.3㎡,东,精装,一梯三户,无,70年,月坛,760.0,99607,板楼,4
2491,灵佑胡同,二环内,1990,1室1厅1厨1卫,中楼层 ,39.62㎡,南 北,简装,一梯两户,暂无数据,70年,陶然亭,485.0,122413,板楼,6
2492,教场口6号院,二至三环,2003,2室1厅1厨1卫,低楼层 ,51.67㎡,南 北,简装,一梯三户,无,70年,六铺炕,692.0,133927,板楼,6
2493,西便门西里,二至三环,1983,3室1厅1厨1卫,底层 ,77.1㎡,东 西,其他,两梯九户,有,70年,木樨地,770.0,99871,塔楼,20
2494,广外大街397号,二至三环,2001,2室1厅1厨1卫,顶层 ,56.23㎡,南 北,其他,两梯十二户,有,70年,广安门,490.0,87143,板楼,12
2495,裕中东里,三至四环,1988,2室1厅1厨1卫,顶层 ,59㎡,南 北,简装,一梯三户,无,70年,马甸,812.0,137628,板楼,6
2496,远见国际公寓,二至三环,2008,1室0厅1厨1卫,低楼层 ,48.79㎡,南,其他,四梯十九户,有,70年,广安门,430.0,88133,塔楼,26
2497,朗琴园,二至三环,2006,1室0厅1厨1卫,底层 ,58.66㎡,西,精装,三梯九户,有,70年,广安门,550.0,93761,塔楼,29
2498,荣丰2008,二至三环,2008,1室1厅1厨1卫,中楼层 ,52.21㎡,南,其他,三梯二十一户,有,70年,广安门,480.0,91937,塔楼,20
2499,车站西街17号院,二至三环,1992,1室1厅1厨1卫,中楼层 ,46.8㎡,南,精装,一梯四户,无,70年,广安门,445.0,95086,板楼,6
2500,荣丰2008,二至三环,2006,1室0厅0厨1卫,中楼层 ,19.14㎡,东,精装,三梯二十七户,有,70年,广安门,325.0,169802,塔楼,26
2501,北广家园,二至三环,2005,1室1厅1厨1卫,中楼层 ,38.71㎡,西,简装,两梯十一户,有,70年,六铺炕,658.0,169982,板塔结合,16
2502,考拉社区,二至三环,2005,1室1厅1厨1卫,高楼层 ,52.08㎡,东北,其他,四梯十八户,有,70年,菜户营,480.0,92166,板塔结合,21
2503,大拐棒胡同,二环内,1996,2室1厅1厨1卫,顶层 ,54.2㎡,西,精装,一梯十六户,无,70年,西四,760.0,140222,板塔结合,6
2504,新街口西里一区,二环内,2004,2室1厅1厨1卫,中楼层 ,63.43㎡,东 西,简装,一梯四户,无,70年,新街口,729.0,114930,板楼,7
2505,富明公寓,二环内,1999,4室2厅1厨2卫,中楼层 ,160㎡,东南,简装,三梯十户,有,70年,牛街,1400.0,87500,塔楼,25
2506,荣丰2008,二至三环,2005,1室1厅1厨1卫,高楼层 ,32.54㎡,南,精装,三梯三十九户,有,70年,广安门,449.0,137985,塔楼,10
2507,新街口西里二区,二环内,2005,2室1厅1厨1卫,中楼层 ,78.11㎡,西 北,其他,一梯五户,无,70年,新街口,825.0,105621,板楼,7
2508,复兴门外大街,二至三环,1980,2室0厅1厨1卫,中楼层 ,57.1㎡,南,简装,两梯十六户,有,70年,木樨地,799.0,139930,塔楼,12
2509,核桃园,二环内,1987,2室1厅1厨1卫,底层 ,56.53㎡,南 北,简装,一梯两户,无,70年,长椿街,500.0,88449,板楼,6
2510,六铺炕三区,二至三环,1999,3室1厅1厨1卫,高楼层 ,94.8㎡,南 北,简装,两梯三户,有,70年,六铺炕,1320.0,139241,板塔结合,12
2511,阜成门外大街,二至三环,1996,4室2厅1厨2卫,底层 ,141.4㎡,东 南 北,精装,一梯两户,无,70年,月坛,1710.0,120934,板楼,5
2512,右安门内西街甲2号院,二环内,2005,3室1厅1厨1卫,中楼层 ,123.86㎡,南 北,精装,一梯两户,无,70年,右安门内,1260.0,101728,板楼,6
2513,老墙根38号院,二环内,1997,3室1厅1厨1卫,底层 ,91.35㎡,南 北,精装,一梯两户,无,70年,长椿街,1060.0,116038,板楼,6
2514,德胜门西大街64号,二环内,1983,2室1厅1厨1卫,高楼层 ,52.9㎡,南,简装,一梯五户,有,70年,新街口,650.0,122874,板楼,12
2515,航空胡同40号院,二环内,2000,1室1厅1厨1卫,中楼层 ,46㎡,南 北,简装,一梯四户,暂无数据,70年,西四,630.0,136957,板楼,6
2516,白广路东里,二环内,1954,4室1厅1厨1卫,中楼层 ,107.93㎡,南 北,简装,一梯两户,暂无数据,70年,白纸坊,798.0,73937,板楼,5
2517,白广路东里,二环内,1960,2室1厅1厨1卫,中楼层 ,68.88㎡,东 南 西,简装,一梯三户,暂无数据,70年,白纸坊,599.0,86963,板楼,4
2518,陶然北岸,二环内,2004,1室0厅1厨1卫,中楼层 ,59.09㎡,北,简装,两梯五户,有,70年,陶然亭,709.0,119987,塔楼,18
2519,朗琴园,二至三环,2004,1室0厅1厨1卫,高楼层 ,58.68㎡,东,简装,三梯九户,有,70年,广安门,630.0,107362,塔楼,29
2520,牛街18,二环内,2005,1室0厅1厨1卫,低楼层 ,52.06㎡,北,精装,三梯六户,有,70年,牛街,465.0,89321,塔楼,24
2521,车站西街1号院,二至三环,2006,1室0厅1厨1卫,中楼层 ,54.2㎡,南,简装,两梯十四户,有,70年,广安门,514.9,95000,板塔结合,8
2522,枫桦豪景二期,二环内,2003,1室1厅1厨1卫,低楼层 ,65.41㎡,北,精装,一梯四户,有,70年,牛街,780.0,119248,板塔结合,12
2523,羊肉胡同120号院,二环内,1989,1室1厅1厨1卫,顶层 ,44.9㎡,南,精装,一梯三户,无,70年,金融街,670.0,149221,板楼,6
2524,海格国际,二环内,2005,1室0厅1厨1卫,高楼层 ,52.37㎡,北,简装,两梯二十户,有,70年,宣武门,560.0,106932,塔楼,19
2525,双旗杆东里,二至三环,1995,1室1厅1厨1卫,低楼层 ,47.8㎡,南,其他,两梯十户,有,70年,马甸,788.0,164854,塔楼,18
2526,团结大院,二至三环,1986,1室1厅1厨1卫,中楼层 ,41㎡,南,精装,一梯三户,无,70年,车公庄,498.0,121464,板楼,6
2527,考拉社区,二至三环,2006,1室0厅1厨1卫,低楼层 ,34.33㎡,东,其他,四梯十七户,有,70年,菜户营,365.0,106322,塔楼,21
